MachineIdentifier,Wdft_RegionIdentifier,Census_IsTouchEnabled,Census_IsSecureBootEnabled,IsSxsPassiveMode,Census_MDC2FormFactor,Census_OSWUAutoUpdateOptionsName,OsSuite,Census_IsPortableOperatingSystem,Census_ActivationChannel,Census_OSArchitecture,AutoSampleOptIn,Census_GenuineStateName,Census_IsPenCapable,Processor,ProductName,Census_PrimaryDiskTypeName,Platform,HasTpm,Census_HasOpticalDiskDrive,SkuEdition,IsBeta,OsPlatformSubRelease,Census_FlightRing,Census_OSInstallTypeName,Census_DeviceFamily,SmartScreen,HasDetections
0f53ed5c98929dd6f89c236c00595eef,15,0,0,0,Notebook,FullAuto,256,0,Retail,x86,0,IS_GENUINE,0,x86,win8defender,HDD,windows10,1,0,Pro,0,rs4,Retail,UUPUpgrade,Windows.Desktop,RequireAdmin,0
046bd2a61f18c4afce412d83f58968c8,10,0,0,1,Notebook,FullAuto,256,0,Retail,x86,0,IS_GENUINE,0,x86,win8defender,HDD,windows10,1,0,Pro,0,rs4,Retail,UUPUpgrade,Windows.Desktop,RequireAdmin,0
0f8f6c27df67b62e0bf6c3a78130c73c,3,0,0,0,Convertible,UNKNOWN,256,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,0,Pro,0,rs3,Retail,IBSClean,Windows.Desktop,ExistsNotSet,1
e1937c636ced649181b1399da3ce5519,1,0,1,0,PCOther,Notify,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,0,Home,0,rs1,Retail,Reset,Windows.Desktop,RequireAdmin,0
e9f4b2017dac20b95bbda56aec4466ee,10,0,1,0,Notebook,FullAuto,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,0,Home,0,rs4,Retail,Other,Windows.Desktop,ExistsNotSet,1
79eff2ec9ef4e9bdec6aebd6317817ff,11,0,0,0,Notebook,FullAuto,256,0,Volume:GVLK,amd64,0,INVALID_LICENSE,0,x64,win8defender,HDD,windows10,1,0,Pro,0,rs4,Retail,UUPUpgrade,Windows.Desktop,ExistsNotSet,1
908c4b984c6400e5c0bb91de12fca82e,3,1,0,0,SmallTablet,AutoInstallAndRebootAtMaintenanceTime,768,0,OEM:DM,x86,0,IS_GENUINE,0,x86,win8defender,SSD,windows10,1,0,Home,0,rs3,Retail,Update,Windows.Desktop,Off,0
89e40d978e7dd71823452e6ba5a6fe81,10,0,0,0,Desktop,FullAuto,256,0,Retail,amd64,0,INVALID_LICENSE,0,x64,win8defender,HDD,windows10,1,0,Pro,0,rs4,Retail,Update,Windows.Desktop,ExistsNotSet,1
38d4351d026fe77674a187ee614a6004,8,0,0,0,Notebook,AutoInstallAndRebootAtMaintenanceTime,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,0,Home,0,rs3,Retail,UUPUpgrade,Windows.Desktop,RequireAdmin,0
ab749ddba95b0eeb6049a956f9be5990,3,0,0,0,Desktop,UNKNOWN,768,0,Retail,amd64,0,INVALID_LICENSE,0,x64,win8defender,HDD,windows10,1,0,Home,0,rs3,Retail,IBSClean,Windows.Desktop,ExistsNotSet,1
d6e28b239633854c8c8a23af93dd2c9f,15,1,1,0,AllInOne,FullAuto,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,0,Home,0,rs4,Retail,Reset,Windows.Desktop,ExistsNotSet,1
87b3ce644050fdc2f6190635de6d5ccf,1,0,0,0,Notebook,FullAuto,768,0,OEM:NONSLP,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,0,Home,0,rs4,Retail,Reset,Windows.Desktop,ExistsNotSet,1
ca4f181c67bedf8ab3c4bbe6e3989723,3,0,0,0,Notebook,UNKNOWN,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,0,Pro,0,rs3,Retail,UUPUpgrade,Windows.Desktop,ExistsNotSet,1
d2729651409d26bcd4c49b0a1ba3ebcc,3,0,1,0,Notebook,FullAuto,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,0,Home,0,rs2,Retail,Update,Windows.Desktop,RequireAdmin,0
fa1f9688e38139737f562d4a425ce797,15,0,0,0,Desktop,FullAuto,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,0,Pro,0,rs4,Retail,Update,Windows.Desktop,Prompt,1
8d5ef2acb83b556fd5a642a4c8d12837,15,1,0,0,SmallTablet,Notify,256,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,0,Pro,0,rs1,Retail,Other,Windows.Desktop,Off,0
ddb1f6026e47d574b8cf9bd07e640eb8,1,0,0,0,Desktop,FullAuto,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,0,Home,0,rs4,Retail,Update,Windows.Desktop,Warn,0
6b3683aaf2439d0fbc17f824e1122348,10,0,1,0,Notebook,UNKNOWN,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,0,Home,0,rs3,Retail,Reset,Windows.Desktop,ExistsNotSet,1
d139f77b0cc2b4b9a34c57062c22823a,1,0,0,0,Notebook,FullAuto,768,0,OEM:NONSLP,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,1,Home,0,rs4,Retail,UUPUpgrade,Windows.Desktop,RequireAdmin,1
d840094727dd64e56d8c7b5e9f428108,3,1,1,0,Convertible,Notify,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,0,Home,0,rs3,Retail,UUPUpgrade,Windows.Desktop,ExistsNotSet,1
986d357c9f6364b09fbb6cae9c1a975e,11,0,1,0,Notebook,FullAuto,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows8,1,0,Home,0,windows8.1,Retail,Update,Windows.Desktop,RequireAdmin,1
8b9f3f34ebca94fa0c1d9fe6bb3ceccf,8,1,0,0,Notebook,Notify,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,0,Pro,0,rs4,Retail,UUPUpgrade,Windows.Desktop,RequireAdmin,0
3d85826cfd99aafa7f93f6f2da2032af,13,0,1,0,Notebook,AutoInstallAndRebootAtMaintenanceTime,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,0,Home,0,rs2,Retail,Update,Windows.Desktop,RequireAdmin,0
666a87fe1a731c0584fe87e5f47817f8,1,0,1,0,Notebook,UNKNOWN,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,0,Home,0,th2,Retail,Other,Windows.Desktop,RequireAdmin,0
0ba536d8c61bf15a316b4058cbd8422b,11,1,1,0,Convertible,FullAuto,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,0,Pro,0,rs4,Retail,IBSClean,Windows.Desktop,ExistsNotSet,1
0c2e1c813a5b57a3e37042637ef2f1a9,3,0,0,0,Notebook,FullAuto,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,0,Education,0,rs4,Retail,UUPUpgrade,Windows.Desktop,ExistsNotSet,1
80598491bcbfe879e25231955c9c5562,11,0,1,0,Notebook,Notify,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,1,Home,0,rs3,Retail,UUPUpgrade,Windows.Desktop,ExistsNotSet,1
4fb43d9970e0951bcd04fef119aeda85,11,0,0,0,Notebook,UNKNOWN,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,0,Home,0,rs1,Retail,Reset,Windows.Desktop,RequireAdmin,0
2d44d1760de8f0119714effc986dd152,11,1,1,0,Convertible,Notify,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,0,Home,0,rs2,Retail,Update,Windows.Desktop,ExistsNotSet,1
ee71d5778425d4c34ec564dbbf24f4ee,10,0,1,0,Notebook,Notify,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,0,Home,0,rs3,Retail,UUPUpgrade,Windows.Desktop,RequireAdmin,0
5d6a0e30cc968e8d6db347ddd6b990b0,11,1,0,0,Convertible,UNKNOWN,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,0,Pro,0,rs3,Retail,Other,Windows.Desktop,ExistsNotSet,1
1725b4c89baa1ba3b81bd62491fa7754,3,0,0,0,Notebook,FullAuto,768,0,Retail,x86,0,IS_GENUINE,0,x86,win8defender,HDD,windows10,1,0,Home,0,rs4,Retail,UUPUpgrade,Windows.Desktop,ExistsNotSet,0
09ccf0f773d42ca6fa2a822f63d1aada,7,0,1,0,Notebook,FullAuto,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows8,1,0,Home,0,windows8.1,Retail,Update,Windows.Desktop,RequireAdmin,1
18e8355a1cc97c7ca6b60bc653646e18,15,0,1,0,Notebook,FullAuto,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,0,Home,0,rs4,Retail,UUPUpgrade,Windows.Desktop,ExistsNotSet,1
4abe9499a16ee8b751474e86c8522789,10,1,1,0,Detachable,UNKNOWN,768,0,Retail,x86,0,IS_GENUINE,0,x86,win8defender,SSD,windows10,1,0,Home,0,rs4,Retail,IBSClean,Windows.Desktop,ExistsNotSet,0
cc116ef563e3aeccef307e5eea66c636,6,0,1,0,Notebook,Notify,256,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,0,Pro,0,rs3,Retail,UUPUpgrade,Windows.Desktop,ExistsNotSet,1
18373f1e6ce1843bf7d850f34b54bd7c,3,0,1,0,Notebook,FullAuto,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,0,Home,0,rs4,Retail,UUPUpgrade,Windows.Desktop,ExistsNotSet,1
9fc6b1d66896f4e3145d715f0f84c5f1,15,0,1,0,Notebook,FullAuto,768,0,OEM:DM,x86,0,IS_GENUINE,0,x86,win8defender,SSD,windows10,1,0,Home,0,rs3,Retail,UUPUpgrade,Windows.Desktop,RequireAdmin,0
ed149d6f0e3ab491411228de254b00ff,3,0,1,0,Desktop,UNKNOWN,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,0,Pro,0,rs3,Retail,IBSClean,Windows.Desktop,ExistsNotSet,1
25735bf7594ea5fa11eed7ec2dcbcbf4,5,0,0,0,Notebook,Notify,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,0,Pro,0,rs3,Retail,UUPUpgrade,Windows.Desktop,RequireAdmin,0
80f4693a146f25a0c50d6ad6ef3fb147,1,0,0,0,Notebook,FullAuto,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,0,Home,0,rs1,Retail,Upgrade,Windows.Desktop,ExistsNotSet,1
6fb5d61167a432a63f7d20c9aaf049b9,7,0,0,0,Desktop,FullAuto,768,0,Volume:GVLK,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,0,Home,0,rs4,Retail,IBSClean,Windows.Desktop,ExistsNotSet,1
3efe3a734ec4fc78532adafeeda5c2a7,10,0,1,0,PCOther,Notify,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,1,Home,0,rs2,Retail,Reset,Windows.Desktop,ExistsNotSet,1
76b6d4bd23aa1ccebf8e3e84706a6038,10,0,1,0,Notebook,FullAuto,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,1,Home,0,rs3,Retail,UUPUpgrade,Windows.Desktop,RequireAdmin,1
8ac86fe0a4e11d50957876e6b9347105,15,0,0,1,Desktop,FullAuto,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,0,Pro,0,rs2,Unknown,Upgrade,Windows.Desktop,RequireAdmin,0
e8110e1cd16df42019b0cb78f6d20208,10,0,1,0,Notebook,FullAuto,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,0,Home,0,rs4,Retail,Update,Windows.Desktop,ExistsNotSet,1
b2b190fac077f68c39fc8c5f595ae1eb,3,0,0,0,Desktop,UNKNOWN,256,0,Retail,amd64,0,OFFLINE,0,x64,win8defender,Unspecified,windows10,1,1,Pro,0,th1,NOT_SET,IBSClean,Windows.Desktop,RequireAdmin,1
4ad731bb33ff2bcc18ba3a0ab1862eec,1,0,0,0,Desktop,FullAuto,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,0,Pro,0,rs4,Retail,Reset,Windows.Desktop,ExistsNotSet,1
d68a88b88f2eff7622549501bc227b8b,11,0,1,0,Notebook,Notify,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,0,Home,0,rs3,Retail,Upgrade,Windows.Desktop,RequireAdmin,0
bfe3f23dfa2cfa5ba5c91d4d0fca3d42,1,1,0,0,Detachable,FullAuto,768,0,Retail,x86,0,IS_GENUINE,0,x86,win8defender,SSD,windows10,1,0,Home,0,rs4,Retail,IBSClean,Windows.Desktop,ExistsNotSet,0
927ab2c77153983a8eb0ce4f357f3987,15,1,1,0,Notebook,UNKNOWN,256,0,Retail,amd64,0,IS_GENUINE,1,x64,win8defender,SSD,windows10,1,0,Pro,0,rs3,Retail,Upgrade,Windows.Desktop,RequireAdmin,0
3932fc121353d808e3e6bb2d9ce91b86,7,0,1,0,Notebook,Notify,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,0,Home,0,rs4,Retail,UUPUpgrade,Windows.Desktop,RequireAdmin,0
56c83a93e0bdacf3e21d77f3220d67e6,10,0,0,0,Notebook,FullAuto,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,0,Home,0,rs4,Retail,Clean,Windows.Desktop,ExistsNotSet,1
26480f9f4fec5aa26fdd78c1bc71cd2d,10,0,0,0,Desktop,FullAuto,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,Unspecified,windows10,1,0,Pro,0,rs3,Retail,Update,Windows.Desktop,ExistsNotSet,1
fd1b74d07c0ea68c942123684a4a8453,3,0,0,0,Desktop,FullAuto,256,0,OEM:NONSLP,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,0,Pro,0,rs4,Retail,UUPUpgrade,Windows.Desktop,ExistsNotSet,1
7e46adc41b740c3825e0ca6a9fa1ce84,10,0,1,0,Notebook,FullAuto,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,0,Home,0,rs4,Retail,UUPUpgrade,Windows.Desktop,Warn,0
c60fac7db74bf9819801c72435ef21f4,10,1,0,0,Convertible,Notify,256,0,Retail,amd64,0,IS_GENUINE,1,x64,win8defender,HDD,windows10,1,0,Pro,0,rs3,Retail,UUPUpgrade,Windows.Desktop,RequireAdmin,0
006ad0bd296e18db997c38189f918460,1,1,1,0,Detachable,FullAuto,256,0,OEM:DM,amd64,0,IS_GENUINE,1,x64,win8defender,SSD,windows10,1,0,Pro,0,rs4,Retail,Reset,Windows.Desktop,ExistsNotSet,1
13a6b98bcc74f683c534daa2159f2b77,11,0,0,0,Notebook,Notify,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows8,1,0,Home,0,windows8.1,Retail,Update,Windows.Desktop,RequireAdmin,1
9689b2a14f4da6474c476167c8189441,10,0,0,0,Desktop,FullAuto,256,0,Retail,amd64,0,OFFLINE,0,x64,win8defender,HDD,windows10,1,0,Pro,0,rs4,Retail,Reset,Windows.Desktop,ExistsNotSet,1
37858ed79afbe3c404531200d7f3b8a6,10,1,1,0,Notebook,FullAuto,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,0,Home,0,rs4,Retail,Refresh,Windows.Desktop,ExistsNotSet,0
f0c631d75fd7c2e1afa3295bb9932db4,10,0,1,0,Notebook,Notify,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,0,Home,0,rs3,Retail,Upgrade,Windows.Desktop,ExistsNotSet,1
c1499187dadf0aa4db575d76fa06a633,13,0,0,0,Notebook,UNKNOWN,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,0,Pro,0,rs3,Retail,Update,Windows.Desktop,ExistsNotSet,1
074a1123c2ad8e41300955a1a5ce2c40,3,0,0,0,Notebook,FullAuto,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,0,Pro,0,rs2,Retail,Upgrade,Windows.Desktop,ExistsNotSet,1
ffb771592efae6638e87e371fb4b07d9,10,0,0,0,Notebook,UNKNOWN,256,0,Volume:GVLK,amd64,0,IS_GENUINE,0,x64,win8defender,UNKNOWN,windows10,1,0,Pro,0,rs2,Retail,IBSClean,Windows.Desktop,ExistsNotSet,1
